snapshot_id,snapshot_date,snapshot_time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Number of Patients In department >= 4 Hours,Total Number of Patients in the Department,Number of Patients in Resus,Number of Patients Registered in Last 60 Minutes,Number of Patients Waiting Triage,Number of Patients Waiting to be Seen (ED),Number of Patients Waiting to be Seen (Medical),Number of Patients Waiting to be Seen (Surgery),Number of Patients > 3 Hours,Number of Patients Waiting a Bed,Number of Patients Left Department in Last 60 Minutes,Free_beds,Breach_in_next_timeslot
162075,03/08/2016,16:00:13,0,0,1,0,0,0,0,2,23,3,11,0,4,1,2,4,4,12,31,1
162186,03/08/2016,18:00:23,0,0,1,0,0,0,0,1,26,2,17,3,6,0,1,2,6,14,40,1
162284,03/08/2016,20:00:19,0,0,1,0,0,0,0,2,22,2,10,1,2,0,0,3,7,13,47,0
162392,03/08/2016,22:00:08,0,0,1,0,0,0,0,0,23,0,15,2,8,0,1,0,4,9,39,1
162502,04/08/2016,00:00:20,0,0,0,1,0,0,0,1,29,2,10,0,12,1,1,1,4,0,40,1
162614,04/08/2016,02:00:23,0,0,0,1,0,0,0,3,18,2,4,0,2,0,2,5,7,1,34,1
162789,04/08/2016,04:00:43,0,0,0,1,0,0,0,5,13,2,4,0,1,0,2,7,5,2,31,1
162920,04/08/2016,08:03:49,0,0,0,1,0,0,0,7,16,1,8,0,4,0,0,8,7,1,22,1
163024,04/08/2016,10:00:51,0,0,0,1,0,0,0,6,25,2,11,2,5,0,0,6,9,5,25,1
163132,04/08/2016,12:00:28,0,0,0,1,0,0,0,4,23,2,12,4,3,0,1,5,6,11,30,1
163241,04/08/2016,14:00:09,0,0,0,1,0,0,0,2,19,0,6,1,2,0,1,3,6,13,38,0
163352,04/08/2016,16:00:18,0,0,0,1,0,0,0,0,17,0,9,2,2,0,0,0,5,11,45,0
163462,04/08/2016,18:00:25,0,0,0,1,0,0,0,0,26,0,11,2,3,0,3,1,5,7,52,0
163564,04/08/2016,20:01:27,0,0,0,1,0,0,0,0,33,2,18,6,5,0,2,1,5,14,51,0
163664,04/08/2016,22:00:15,0,0,0,1,0,0,0,0,28,3,7,1,8,2,1,3,4,17,42,0
163775,05/08/2016,00:00:18,0,0,0,0,1,0,0,0,19,2,11,3,2,0,0,2,2,0,32,0
163886,05/08/2016,02:02:37,0,0,0,0,1,0,0,0,15,1,4,0,3,0,0,2,3,0,31,1
164059,05/08/2016,04:00:41,0,0,0,0,1,0,0,1,12,2,6,0,4,0,0,3,2,3,29,0
164215,05/08/2016,08:00:17,0,0,0,0,1,0,0,0,7,1,6,1,2,0,0,0,0,4,21,0
164317,05/08/2016,10:00:12,0,0,0,0,1,0,0,0,27,4,16,2,10,0,2,1,4,6,24,1
164428,05/08/2016,12:00:33,0,0,0,0,1,0,0,1,30,4,12,2,11,0,0,5,7,11,32,1
164537,05/08/2016,14:00:11,0,0,0,0,1,0,0,1,30,1,14,0,8,0,0,3,7,7,37,1
164644,05/08/2016,16:00:23,0,0,0,0,1,0,0,1,26,1,10,1,9,0,1,1,4,14,47,0
164754,05/08/2016,18:01:02,0,0,0,0,1,0,0,0,36,1,20,4,17,0,1,3,3,13,53,0
164850,05/08/2016,20:00:09,0,0,0,0,1,0,0,0,35,1,12,3,18,2,2,3,3,18,58,0
164952,05/08/2016,22:00:12,0,0,0,0,1,0,0,0,34,3,11,3,19,1,1,5,4,11,57,1
165061,06/08/2016,00:00:15,0,0,0,0,0,1,0,4,37,3,9,3,16,1,1,10,8,0,53,1
165162,06/08/2016,02:00:41,0,0,0,0,0,1,0,4,28,3,6,1,16,0,1,13,3,0,46,1
165338,06/08/2016,04:00:10,0,0,0,0,0,1,0,2,18,2,6,0,11,0,0,9,5,3,42,1
165413,06/08/2016,06:03:41,0,0,0,0,0,1,0,3,13,3,3,0,6,0,0,6,6,5,38,1
165483,06/08/2016,08:01:26,0,0,0,0,0,1,0,4,16,2,6,0,3,0,0,6,7,4,31,1
165579,06/08/2016,10:00:16,0,0,0,0,0,1,0,6,26,3,12,1,6,1,0,7,10,3,33,1
165690,06/08/2016,12:00:21,0,0,0,0,0,1,0,4,36,4,18,7,13,1,0,7,6,9,35,1
165797,06/08/2016,14:00:10,0,0,0,0,0,1,0,4,41,1,16,3,19,0,1,9,8,11,47,0
165907,06/08/2016,16:00:10,0,0,0,0,0,1,0,0,47,4,16,6,27,0,0,3,2,16,57,1
166018,06/08/2016,18:00:24,0,0,0,0,0,1,0,4,50,4,14,2,28,0,0,16,7,15,67,1
166127,06/08/2016,20:00:32,0,0,0,0,0,1,0,5,47,3,20,6,23,3,0,10,8,15,67,1
166236,06/08/2016,22:00:10,0,0,0,0,0,1,0,7,50,3,13,7,24,1,1,14,7,15,68,1
166344,07/08/2016,00:00:17,0,0,0,0,0,0,1,6,39,4,12,1,23,0,0,14,5,0,60,1
166456,07/08/2016,02:00:49,0,0,0,0,0,0,1,8,30,4,7,0,17,0,0,15,5,1,54,1
166632,07/08/2016,04:00:14,0,0,0,0,0,0,1,10,20,3,2,1,10,0,0,11,2,2,49,1
166710,07/08/2016,06:03:00,0,0,0,0,0,0,1,6,12,0,4,0,4,0,0,6,2,4,47,0
166794,07/08/2016,08:00:17,0,0,0,0,0,0,1,0,9,0,4,1,4,0,0,0,2,5,40,0
166906,07/08/2016,10:00:47,0,0,0,0,0,0,1,0,13,0,11,1,5,0,0,0,0,4,38,0
167014,07/08/2016,12:00:09,0,0,0,0,0,0,1,0,30,0,16,6,11,1,0,0,3,7,42,0
167123,07/08/2016,14:00:09,0,0,0,0,0,0,1,0,39,1,11,4,19,2,0,3,3,12,46,0
167232,07/08/2016,16:00:14,0,0,0,0,0,0,1,0,34,3,6,2,18,1,0,8,6,9,56,1
167345,07/08/2016,18:00:25,0,0,0,0,0,0,1,4,40,4,17,4,20,1,0,10,4,10,59,1
167446,07/08/2016,20:00:51,0,0,0,0,0,0,1,2,44,4,13,7,22,0,0,6,6,12,61,1
167554,07/08/2016,22:00:11,0,0,0,0,0,0,1,7,49,4,14,7,22,0,1,16,8,11,62,1
167664,08/08/2016,00:00:54,1,0,0,0,0,0,0,12,38,3,6,1,16,0,1,20,6,0,59,1
167772,08/08/2016,02:00:34,1,0,0,0,0,0,0,13,30,2,6,1,15,0,0,15,3,0,56,1
167946,08/08/2016,04:00:37,1,0,0,0,0,0,0,4,19,2,5,0,10,0,0,9,3,1,48,1
168066,08/08/2016,08:00:22,1,0,0,0,0,0,0,1,11,0,6,1,6,0,1,1,1,6,36,0
168177,08/08/2016,10:00:47,1,0,0,0,0,0,0,0,28,2,13,3,12,0,0,2,3,4,34,1
168286,08/08/2016,12:00:26,1,0,0,0,0,0,0,1,36,2,11,3,13,1,1,5,5,13,38,1
168383,08/08/2016,14:00:23,1,0,0,0,0,0,0,2,33,3,9,1,13,0,2,8,12,12,37,1
168494,08/08/2016,16:00:28,1,0,0,0,0,0,0,5,36,0,9,1,9,0,1,11,12,10,47,1
168595,08/08/2016,18:00:20,1,0,0,0,0,0,0,2,33,1,17,4,12,1,0,4,3,20,57,1
168678,08/08/2016,20:01:09,1,0,0,0,0,0,0,2,35,3,9,3,13,2,1,2,7,19,64,0
168768,08/08/2016,22:00:10,1,0,0,0,0,0,0,0,37,1,12,6,15,1,0,8,4,13,59,1
168870,09/08/2016,00:00:17,0,1,0,0,0,0,0,2,34,1,9,3,12,3,0,8,5,0,54,1
168960,09/08/2016,02:00:14,0,1,0,0,0,0,0,2,28,0,5,1,17,1,0,11,5,1,49,1
169104,09/08/2016,04:00:25,0,1,0,0,0,0,0,2,15,0,4,0,11,0,0,7,1,1,42,1
169389,09/08/2016,12:00:24,0,1,0,0,0,0,0,1,28,0,13,1,5,0,0,3,6,11,38,0
169490,09/08/2016,14:00:20,0,1,0,0,0,0,0,0,25,0,13,1,5,0,0,3,11,5,40,0
169598,09/08/2016,16:00:19,0,1,0,0,0,0,0,0,25,3,12,2,1,1,0,1,2,11,50,1
169700,09/08/2016,18:00:15,0,1,0,0,0,0,0,2,29,2,16,3,6,1,1,3,4,11,56,0
169793,09/08/2016,20:00:42,0,1,0,0,0,0,0,0,31,3,16,4,3,1,0,1,7,10,54,0
169890,09/08/2016,22:00:16,0,1,0,0,0,0,0,0,24,1,14,3,7,0,0,1,1,18,54,0
169985,10/08/2016,00:00:21,0,0,1,0,0,0,0,0,29,2,11,3,10,2,0,3,9,0,49,1
170087,10/08/2016,02:00:19,0,0,1,0,0,0,0,3,15,1,4,0,3,0,0,3,5,0,42,1
170234,10/08/2016,04:00:44,0,0,1,0,0,0,0,2,15,1,5,0,5,1,0,3,1,0,38,0
170432,10/08/2016,10:02:31,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,3,6,31,0
170524,10/08/2016,12:00:16,0,0,1,0,0,0,0,0,30,1,19,4,3,0,1,0,3,6,40,0
170616,10/08/2016,14:00:21,0,0,1,0,0,0,0,0,38,4,17,4,10,1,0,5,3,11,49,1
170724,10/08/2016,16:00:18,0,0,1,0,0,0,0,1,30,3,11,0,8,1,0,3,6,17,60,0
170836,10/08/2016,18:00:45,0,0,1,0,0,0,0,0,29,3,13,2,4,1,1,2,2,14,65,0
170935,10/08/2016,20:00:46,0,0,1,0,0,0,0,0,28,2,15,0,7,2,1,0,3,12,65,0
171037,10/08/2016,22:00:10,0,0,1,0,0,0,0,0,34,2,14,3,8,2,2,4,5,13,64,0
171144,11/08/2016,00:00:14,0,0,0,1,0,0,0,0,27,2,8,0,9,1,2,4,6,0,64,1
171256,11/08/2016,02:00:30,0,0,0,1,0,0,0,2,18,2,5,2,3,1,0,4,5,0,55,0
171434,11/08/2016,04:02:15,0,0,0,1,0,0,0,0,6,0,3,0,0,0,0,0,1,3,51,0
171533,11/08/2016,06:00:28,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,42,0
171634,11/08/2016,08:00:26,0,0,0,1,0,0,0,0,3,0,3,0,2,0,0,0,0,3,37,0
171731,11/08/2016,10:00:45,0,0,0,1,0,0,0,0,13,0,12,1,5,0,0,0,0,11,34,0
171811,11/08/2016,12:03:47,0,0,0,1,0,0,0,0,20,1,13,1,6,0,0,0,3,10,42,0
171913,11/08/2016,14:00:33,0,0,0,1,0,0,0,0,27,3,12,0,8,1,1,3,5,7,56,0
172017,11/08/2016,16:00:24,0,0,0,1,0,0,0,0,24,2,13,2,5,0,0,2,4,19,67,0
172126,11/08/2016,18:00:30,0,0,0,1,0,0,0,0,32,2,15,1,8,0,0,2,4,7,76,1
172232,11/08/2016,20:01:14,0,0,0,1,0,0,0,1,30,1,15,1,7,1,0,5,5,11,77,1
172328,11/08/2016,22:00:14,0,0,0,1,0,0,0,1,23,3,10,0,3,2,0,2,5,14,72,1
172432,12/08/2016,00:00:18,0,0,0,0,1,0,0,3,29,2,9,0,8,1,1,6,6,0,68,1
172530,12/08/2016,02:00:35,0,0,0,0,1,0,0,4,20,3,6,0,5,2,0,5,5,1,57,1
172667,12/08/2016,04:01:01,0,0,0,0,1,0,0,5,13,3,3,0,2,2,0,5,3,3,51,1
172775,12/08/2016,06:00:49,0,0,0,0,1,0,0,3,10,3,2,0,0,0,0,4,3,0,48,0
172862,12/08/2016,08:00:22,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,3,44,0
172973,12/08/2016,10:06:02,0,0,0,0,1,0,0,0,12,1,11,1,1,0,0,0,2,8,40,0
173065,12/08/2016,12:00:45,0,0,0,0,1,0,0,0,19,3,12,2,3,0,0,0,4,7,48,0
173165,12/08/2016,14:00:19,0,0,0,0,1,0,0,0,25,2,9,0,3,2,1,2,6,7,59,0
173273,12/08/2016,16:00:20,0,0,0,0,1,0,0,0,22,1,9,2,1,1,0,1,7,14,67,0
173382,12/08/2016,18:00:31,0,0,0,0,1,0,0,0,28,2,11,3,1,0,0,2,7,8,79,0
173484,12/08/2016,20:01:05,0,0,0,0,1,0,0,0,18,0,7,1,3,1,0,1,5,23,79,0
173586,12/08/2016,22:00:19,0,0,0,0,1,0,0,0,21,2,10,1,4,2,0,4,7,7,83,1
173693,13/08/2016,00:00:13,0,0,0,0,0,1,0,1,12,0,5,0,2,0,0,1,3,0,82,0
173803,13/08/2016,02:02:47,0,0,0,0,0,1,0,0,15,2,9,0,6,1,0,0,6,0,80,0
173958,13/08/2016,04:00:12,0,0,0,0,0,1,0,0,17,1,5,2,5,0,0,3,4,3,78,1
174060,13/08/2016,06:00:19,0,0,0,0,0,1,0,1,10,0,4,0,1,0,0,5,2,4,75,0
174143,13/08/2016,08:00:38,0,0,0,0,0,1,0,0,7,0,3,0,0,0,1,0,1,3,74,0
174255,13/08/2016,10:01:11,0,0,0,0,0,1,0,0,16,0,11,2,6,0,0,0,1,7,72,0
174361,13/08/2016,12:01:14,0,0,0,0,0,1,0,0,29,2,16,2,12,1,0,0,4,6,71,0
174470,13/08/2016,14:00:12,0,0,0,0,0,1,0,0,30,1,14,1,11,0,0,2,5,10,75,0
174580,13/08/2016,16:00:19,0,0,0,0,0,1,0,0,42,1,16,1,22,0,0,1,5,13,86,0
174690,13/08/2016,18:00:22,0,0,0,0,0,1,0,0,37,0,8,0,17,0,0,6,4,11,93,1
174802,13/08/2016,20:00:59,0,0,0,0,0,1,0,2,30,0,10,0,12,0,1,5,3,11,93,1
174909,13/08/2016,22:00:24,0,0,0,0,0,1,0,2,28,0,7,0,11,0,1,6,4,7,89,1
175018,14/08/2016,00:00:19,0,0,0,0,0,0,1,1,22,2,10,1,7,0,0,3,3,0,87,0
175128,14/08/2016,02:00:23,0,0,0,0,0,0,1,0,10,1,2,0,2,0,0,1,1,0,77,0
175303,14/08/2016,04:02:24,0,0,0,0,0,0,1,0,4,0,3,1,1,0,0,0,1,3,77,0
175387,14/08/2016,06:03:13,0,0,0,0,0,0,1,0,8,0,6,0,1,0,0,0,0,2,75,0
175474,14/08/2016,08:00:12,0,0,0,0,0,0,1,0,9,1,5,0,3,0,0,0,3,3,72,0
175586,14/08/2016,10:00:52,0,0,0,0,0,0,1,0,20,3,14,0,8,1,0,0,2,5,68,0
175694,14/08/2016,12:00:12,0,0,0,0,0,0,1,0,39,2,19,1,23,1,0,1,5,11,70,0
175806,14/08/2016,14:00:10,0,0,0,0,0,0,1,0,40,0,13,2,20,0,2,3,6,10,72,0
175912,14/08/2016,16:00:14,0,0,0,0,0,0,1,0,34,0,13,1,15,0,2,3,9,19,76,0
176023,14/08/2016,18:00:22,0,0,0,0,0,0,1,0,40,0,15,5,15,1,0,6,8,9,81,0
176121,14/08/2016,20:00:52,0,0,0,0,0,0,1,0,33,1,10,1,19,1,0,3,2,13,72,0
176230,14/08/2016,22:00:10,0,0,0,0,0,0,1,0,28,1,9,1,15,2,0,4,2,13,64,0
176339,15/08/2016,00:00:27,1,0,0,0,0,0,0,0,20,2,10,2,9,0,0,1,3,0,61,0
176448,15/08/2016,02:00:14,1,0,0,0,0,0,0,0,14,0,5,0,6,0,0,2,1,0,58,0
176606,15/08/2016,04:00:35,1,0,0,0,0,0,0,0,11,0,5,0,2,0,0,2,2,1,57,0
176703,15/08/2016,06:00:14,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0,1,2,2,55,0
176788,15/08/2016,08:00:17,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,54,0
176897,15/08/2016,10:00:15,1,0,0,0,0,0,0,0,12,0,7,1,7,0,0,0,0,6,49,0
176987,15/08/2016,12:01:56,1,0,0,0,0,0,0,0,30,1,15,1,15,0,1,0,2,9,50,0
177057,15/08/2016,14:00:20,1,0,0,0,0,0,0,0,43,2,13,1,20,0,1,6,5,7,50,1
177165,15/08/2016,16:00:18,1,0,0,0,0,0,0,1,32,4,18,1,6,1,0,4,7,16,68,0
177276,15/08/2016,18:00:21,1,0,0,0,0,0,0,0,34,2,17,6,3,1,2,0,6,11,77,0
177374,15/08/2016,20:00:39,1,0,0,0,0,0,0,0,27,0,16,3,2,1,1,0,3,22,71,0
177475,15/08/2016,22:00:14,1,0,0,0,0,0,0,0,28,0,7,1,7,1,0,5,7,9,72,0
177584,16/08/2016,00:00:19,0,1,0,0,0,0,0,0,23,1,10,0,8,0,0,5,7,0,61,0
177698,16/08/2016,02:00:17,0,1,0,0,0,0,0,0,14,0,6,0,5,0,1,3,3,2,53,0
177853,16/08/2016,04:03:16,0,1,0,0,0,0,0,0,14,0,5,0,4,2,0,0,4,3,50,0
177956,16/08/2016,06:01:03,0,1,0,0,0,0,0,0,12,0,5,0,4,0,0,3,8,5,50,0
178062,16/08/2016,08:00:22,0,1,0,0,0,0,0,0,7,0,4,0,3,0,0,1,4,4,44,0
178176,16/08/2016,10:00:29,0,1,0,0,0,0,0,0,21,3,9,2,7,0,0,0,4,2,43,0
178268,16/08/2016,12:01:16,0,1,0,0,0,0,0,0,24,2,15,1,7,1,1,1,3,9,46,0
178328,16/08/2016,14:01:03,0,1,0,0,0,0,0,0,36,2,16,2,17,2,0,0,5,11,52,0
178389,16/08/2016,16:00:49,0,1,0,0,0,0,0,0,39,2,17,3,14,1,3,8,6,15,63,1
178461,16/08/2016,18:00:51,0,1,0,0,0,0,0,4,47,3,14,4,8,4,0,11,8,10,65,1
178527,16/08/2016,20:03:57,0,1,0,0,0,0,0,4,44,4,13,2,15,1,0,9,7,16,69,1
178594,16/08/2016,22:01:05,0,1,0,0,0,0,0,8,48,3,10,2,16,3,0,15,13,13,71,1
178663,17/08/2016,00:04:19,0,0,1,0,0,0,0,9,38,1,6,0,10,1,0,17,17,0,59,1
178944,17/08/2016,10:07:30,0,0,1,0,0,0,0,7,30,1,17,3,8,0,0,7,6,6,30,1
179015,17/08/2016,12:00:36,0,0,1,0,0,0,0,3,30,2,8,1,15,1,0,4,3,10,32,1
179095,17/08/2016,14:00:19,0,0,1,0,0,0,0,4,35,3,10,2,14,3,1,8,6,10,41,1
179199,17/08/2016,16:00:16,0,0,1,0,0,0,0,1,34,1,14,2,16,1,1,4,3,16,54,1
179312,17/08/2016,18:00:16,0,0,1,0,0,0,0,2,33,4,11,0,9,3,0,8,7,9,65,1
179412,17/08/2016,20:00:13,0,0,1,0,0,0,0,3,37,4,13,3,11,8,0,3,8,12,66,1
179518,17/08/2016,22:00:25,0,0,1,0,0,0,0,1,30,3,9,1,12,2,0,5,6,16,65,1
179631,18/08/2016,00:00:18,0,0,0,1,0,0,0,1,28,4,9,2,11,1,0,7,10,0,55,1
179738,18/08/2016,02:00:22,0,0,0,1,0,0,0,1,18,3,6,0,10,1,0,5,5,0,49,1
179878,18/08/2016,04:00:29,0,0,0,1,0,0,0,1,13,1,6,1,6,0,0,3,2,0,46,1
180002,18/08/2016,06:00:17,0,0,0,1,0,0,0,1,14,1,4,1,8,0,0,3,4,2,42,1
180100,18/08/2016,08:00:28,0,0,0,1,0,0,0,4,17,1,2,1,6,0,0,10,6,1,44,1
180203,18/08/2016,10:00:54,0,0,0,1,0,0,0,7,21,0,10,0,5,0,1,9,7,4,43,1
180310,18/08/2016,12:01:41,0,0,0,1,0,0,0,2,23,2,9,1,7,0,3,2,2,13,45,1
180412,18/08/2016,14:00:13,0,0,0,1,0,0,0,1,33,3,12,0,12,0,4,5,7,10,45,1
180511,18/08/2016,16:00:16,0,0,0,1,0,0,0,1,33,3,13,0,9,1,2,6,6,13,49,1
180590,18/08/2016,18:01:09,0,0,0,1,0,0,0,2,29,2,14,1,2,2,3,4,12,14,65,1
180673,18/08/2016,20:01:11,0,0,0,1,0,0,0,1,34,2,17,5,2,2,2,4,11,11,66,1
180775,18/08/2016,22:00:28,0,0,0,1,0,0,0,4,31,2,7,0,5,1,0,6,12,13,64,1
180883,19/08/2016,00:00:29,0,0,0,0,1,0,0,6,18,1,4,1,2,0,2,9,9,0,62,1
180994,19/08/2016,02:00:52,0,0,0,0,1,0,0,1,12,2,4,0,1,0,1,4,4,0,50,0
181148,19/08/2016,04:00:19,0,0,0,0,1,0,0,0,7,2,3,1,1,0,0,2,3,4,47,0
181244,19/08/2016,06:00:58,0,0,0,0,1,0,0,0,7,2,2,0,0,0,0,1,3,2,43,1
181343,19/08/2016,08:00:10,0,0,0,0,1,0,0,2,5,1,2,1,0,0,0,2,1,3,40,1
181452,19/08/2016,10:00:19,0,0,0,0,1,0,0,1,19,0,8,1,6,0,0,2,1,3,36,1
181551,19/08/2016,12:02:33,0,0,0,0,1,0,0,1,25,1,13,0,6,0,1,2,1,8,41,1
181649,19/08/2016,14:00:19,0,0,0,0,1,0,0,1,34,0,17,1,12,0,1,2,4,5,47,0
181755,19/08/2016,16:00:12,0,0,0,0,1,0,0,0,28,2,10,1,5,1,0,2,2,15,66,0
181865,19/08/2016,18:00:25,0,0,0,0,1,0,0,0,30,4,13,6,2,0,2,2,11,12,71,1
181962,19/08/2016,20:00:45,0,0,0,0,1,0,0,1,36,2,11,2,11,0,4,3,8,11,71,1
182068,19/08/2016,22:00:16,0,0,0,0,1,0,0,1,27,0,9,2,5,1,1,7,6,15,70,0
182174,20/08/2016,00:00:19,0,0,0,0,0,1,0,0,17,0,6,0,6,0,1,1,3,0,69,0
182283,20/08/2016,02:00:34,0,0,0,0,0,1,0,0,21,0,11,0,9,0,0,5,4,0,57,1
182435,20/08/2016,04:00:17,0,0,0,0,0,1,0,3,14,0,3,0,2,0,0,5,4,2,53,1
182537,20/08/2016,06:00:19,0,0,0,0,0,1,0,2,11,0,5,0,3,0,0,2,1,5,50,1
182641,20/08/2016,08:00:18,0,0,0,0,0,1,0,1,15,0,2,0,5,0,0,7,2,1,48,1
182749,20/08/2016,10:00:17,0,0,0,0,0,1,0,1,13,0,8,1,4,0,0,2,1,6,46,1
182841,20/08/2016,12:01:54,0,0,0,0,0,1,0,1,22,2,13,0,9,0,0,1,3,8,48,0
182939,20/08/2016,14:00:17,0,0,0,0,0,1,0,0,26,2,13,0,11,0,1,4,4,7,49,1
183048,20/08/2016,16:00:13,0,0,0,0,0,1,0,1,34,3,14,2,19,0,0,3,4,12,61,0
183156,20/08/2016,18:00:29,0,0,0,0,0,1,0,0,39,2,11,2,27,0,0,5,6,11,63,1
183263,20/08/2016,20:00:41,0,0,0,0,0,1,0,1,38,1,13,2,22,0,0,8,6,11,63,0
183369,20/08/2016,22:00:15,0,0,0,0,0,1,0,0,32,1,13,4,20,0,0,5,1,14,63,0
183467,21/08/2016,00:00:24,0,0,0,0,0,0,1,0,29,2,10,0,15,0,0,3,4,0,62,1
183575,21/08/2016,02:00:17,0,0,0,0,0,0,1,2,26,0,9,0,12,1,1,8,5,0,55,1
183726,21/08/2016,04:00:10,0,0,0,0,0,0,1,2,20,0,3,0,6,1,0,6,6,2,50,0
183908,21/08/2016,08:00:52,0,0,0,0,0,0,1,0,7,1,7,2,0,0,1,0,2,3,41,0
184018,21/08/2016,10:00:18,0,0,0,0,0,0,1,0,23,2,13,1,10,0,1,0,3,4,43,0
184126,21/08/2016,12:00:35,0,0,0,0,0,0,1,0,40,1,23,8,14,1,0,0,2,9,42,0
184232,21/08/2016,14:00:12,0,0,0,0,0,0,1,0,38,3,13,3,20,0,0,0,3,12,48,1
184339,21/08/2016,16:00:12,0,0,0,0,0,0,1,1,38,1,16,3,21,1,0,3,1,17,51,1
184448,21/08/2016,18:00:16,0,0,0,0,0,0,1,2,45,2,15,6,18,2,0,10,2,8,53,1
184553,21/08/2016,20:00:40,0,0,0,0,0,0,1,3,38,2,11,0,21,1,0,7,4,10,57,1
184651,21/08/2016,22:00:12,0,0,0,0,0,0,1,10,37,2,8,4,13,1,0,17,8,10,58,1
184758,22/08/2016,00:00:29,1,0,0,0,0,0,0,10,28,1,5,0,8,1,1,13,12,0,55,1
184865,22/08/2016,02:00:29,1,0,0,0,0,0,0,4,19,2,5,1,7,0,1,7,5,0,51,1
185007,22/08/2016,04:00:10,1,0,0,0,0,0,0,2,21,1,8,1,12,0,2,4,6,1,45,1
185104,22/08/2016,06:03:19,1,0,0,0,0,0,0,4,21,0,3,0,8,0,0,11,5,2,41,1
185184,22/08/2016,08:00:16,1,0,0,0,0,0,0,6,16,1,5,3,3,0,0,8,6,3,36,1
185294,22/08/2016,10:00:58,1,0,0,0,0,0,0,4,23,1,10,3,3,0,0,7,5,7,33,1
185377,22/08/2016,12:02:53,1,0,0,0,0,0,0,3,31,0,14,3,8,0,0,6,8,10,38,1
185478,22/08/2016,14:00:30,1,0,0,0,0,0,0,2,36,2,15,1,15,1,0,6,6,13,46,1
185585,22/08/2016,16:00:30,1,0,0,0,0,0,0,3,45,4,18,5,11,1,1,9,8,15,49,1
185696,22/08/2016,18:00:26,1,0,0,0,0,0,0,8,37,3,15,5,3,3,0,13,14,11,52,1
185789,22/08/2016,20:00:46,1,0,0,0,0,0,0,4,39,1,15,2,10,2,0,5,10,20,63,1
185889,22/08/2016,22:00:24,1,0,0,0,0,0,0,3,42,1,13,2,21,1,0,7,8,13,59,1
186000,23/08/2016,00:00:28,0,1,0,0,0,0,0,2,25,1,7,1,12,0,0,6,4,0,51,1
186111,23/08/2016,02:00:48,0,1,0,0,0,0,0,4,23,0,5,0,11,0,0,8,4,0,43,1
186275,23/08/2016,04:00:20,0,1,0,0,0,0,0,1,13,0,2,1,6,0,0,6,1,2,38,1
186372,23/08/2016,06:00:55,0,1,0,0,0,0,0,1,9,0,2,1,3,0,0,2,0,4,34,0
186468,23/08/2016,08:00:14,0,1,0,0,0,0,0,0,14,1,3,1,3,0,1,3,2,1,33,0
186575,23/08/2016,10:00:24,0,1,0,0,0,0,0,0,21,1,12,0,5,3,2,3,5,12,36,0
186673,23/08/2016,12:03:59,0,1,0,0,0,0,0,0,33,3,17,2,10,1,0,3,5,7,40,0
186772,23/08/2016,14:00:29,0,1,0,0,0,0,0,0,41,3,13,1,17,1,0,5,6,9,45,1
186881,23/08/2016,16:00:29,0,1,0,0,0,0,0,2,26,3,9,3,6,1,0,3,3,18,55,0
186994,23/08/2016,18:00:33,0,1,0,0,0,0,0,0,29,0,15,3,6,0,1,3,3,10,60,0
187086,23/08/2016,20:00:43,0,1,0,0,0,0,0,0,29,0,12,2,8,1,0,0,1,14,64,0
187184,23/08/2016,22:00:19,0,1,0,0,0,0,0,0,34,2,22,6,9,1,1,3,3,17,63,0
187296,24/08/2016,00:00:20,0,0,1,0,0,0,0,0,31,2,11,0,19,2,1,2,2,0,63,1
187407,24/08/2016,02:01:25,0,0,1,0,0,0,0,2,28,4,6,0,18,1,0,13,3,0,51,1
187546,24/08/2016,04:00:23,0,0,1,0,0,0,0,5,17,3,3,0,6,0,0,7,2,3,56,1
187645,24/08/2016,06:00:21,0,0,1,0,0,0,0,2,16,1,7,1,9,0,0,4,1,5,51,1
187743,24/08/2016,08:00:14,0,0,1,0,0,0,0,1,19,3,8,2,11,0,0,4,3,3,51,1
187853,24/08/2016,10:00:20,0,0,1,0,0,0,0,1,19,2,8,1,4,0,1,2,5,15,51,0
187954,24/08/2016,12:00:42,0,0,1,0,0,0,0,0,22,2,16,0,9,2,2,1,3,11,51,0
188054,24/08/2016,14:00:19,0,0,1,0,0,0,0,0,24,1,6,0,6,0,0,1,10,7,53,1
188163,24/08/2016,16:00:14,0,0,1,0,0,0,0,1,36,3,16,7,10,2,0,2,5,8,48,0
188275,24/08/2016,18:00:26,0,0,1,0,0,0,0,0,42,3,21,5,9,1,4,5,4,13,66,1
188382,24/08/2016,20:00:46,0,0,1,0,0,0,0,1,41,3,10,1,21,0,5,6,2,11,64,1
188485,24/08/2016,22:00:14,0,0,1,0,0,0,0,2,43,2,16,5,20,1,4,11,8,12,59,1
188592,25/08/2016,00:00:15,0,0,0,1,0,0,0,2,32,4,6,2,16,0,1,9,7,0,54,1
188701,25/08/2016,02:01:11,0,0,0,1,0,0,0,5,23,3,5,0,13,1,0,10,5,1,54,1
