,0
0,0.9419191919191919
1,0.9154040404040404
2,0.9649470899470899
3,0.9298941798941799
4,0.9788359788359788
5,0.9682539682539683
6,0.96494708994709
7,0.9619047619047618
8,0.9782312925170068
9,0.9578231292517008
